text,political_inclination
"Maebob’s Diner has been serving family-oriented Southern cooking in the heart of Irwinton, Ga. since 1976. 

Stopped in for lunch today after announcing we’d secured the funds for Wilkinson Co. to start building its first-ever sewer system. Thanks for feeding me and the team! https://t.co/vpCMda3LIz",liberal
Listening to constituents. https://t.co/wzU7JrafPD,liberal
"RT @CSPANClassroom: Responding to questions from Senator @ossoff (D-GA), Judge Ketanji Brown Jackson discusses the 4th Amendment's provisio…",liberal
I questioned Supreme Court nominee Judge Ketanji Brown Jackson about the First Amendment and its protection of the free exercise of religion. https://t.co/RlDdsUZ6Mi,liberal
I questioned Supreme Court nominee Judge Ketanji Brown Jackson on the Fourth Amendment protection against unreasonable search and seizure: https://t.co/HksYjgcuwQ,liberal
"I questioned Supreme Court nominee Judge Ketanji Brown Jackson on the Sixth Amendment, Gideon v. Wainwright, and the role of public defenders in our justice system: https://t.co/By13mky3R3",liberal
"Press freedom is vital to a free society. I questioned Supreme Court nominee Judge Ketanji Brown Jackson about the First Amendment, Brandenburg v. Ohio, NYT v. United States, and NYT v. Sullivan: https://t.co/xN6ta77cAx",liberal
"Privacy is essential to our civil liberties and new technologies can create new privacy risks. I asked SCOTUS nominee Judge Ketanji Brown Jackson about her approach to the Fourth Amendment protection against unreasonable search and seizure:
 https://t.co/HksYjgcuwQ",liberal
“Presidents are not kings.” I questioned Supreme Court nominee Judge Ketanji Brown Jackson about Constitutional protections against tyranny and the abuse of power:  https://t.co/m3yPi2CWJB,liberal
RT @SenOssoff: THREAD: Watch Sen. @ossoff's full line of questioning to Supreme Court Nominee Judge Ketanji Brown Jackson. https://t.co/ce6…,liberal
"RT @MiryamLipper: WATCH: Sen. @ossoff’s questioning of Judge Jackson this morning, a THREAD: https://t.co/zgLbDqkxT2",liberal
@DontUatMe see,liberal
RT @tomfromstray: The Rangers are so fucking shit hot right now it’s insane,liberal
"RT @NYRangers: MIKA JUNE
ZIBANEJUNE
WHATEVER YOU WANT https://t.co/x8xUVzqXzm",liberal
RT @JordanUhl: Telling my kids this is Mika Zibanejad https://t.co/UKeQz7kryH,liberal
RT @SanaSaeed: Never forget that the most respected and coveted US institution of journalism actually partakes quite often in unabashed pro…,liberal
"RT @insurgentspod: We're starting to put recent episodes, premium episode previews, show clips &amp; videos over on YouTube.

Would you give us…",liberal
"RT @NewsBoltOrg: Sunday Review

⚡️Starbucks Workers Cruise Past 100 Unionized Stores 

⚡️3 Dead, 11 Injured In Philadelphia Shooting 

⚡️1…",liberal
"RT @dellcam: if you’re curious what it costs to die in an American hospital, just got the bill from the day my dad checked in &amp; died at @me…",liberal
"RT @thehill: Rep. @AOC: “It’s just really wild to be a person that works in a corrupt institution, which is what Congress is, and to try an…",liberal
@KelenKeller38 on it. i'm so sorry about your friend. #itsmorbintime,liberal
RT @hasanthehun: no fucking way.,liberal
you've got to be kidding me https://t.co/K8sz8zlx6j,liberal
@Apropocalypse Yeah that's the same for me. 3 eps first sitting. Finished the next 3 the following night. It's wild.,liberal
"RT @cameron_kasky: Hey @CNN, now seems like a CRUCIAL MOMENT to arrange another town hall to address the gun violence epidemic our country…",liberal
@7angels7daves Honestly the most shocking part is that anyone involved is in prison let alone 8 of them,liberal
"Happy birthday @tomfromstray. I got you a Rangers Stanley Cup, it gets here in a couple weeks.",liberal
@7angels7daves Like I knew it was going to be fucked up going in but it still surprises me,liberal
"""We Own This City"" is really worth watching.",liberal
RT @strayfromdapath: The @NYRangers are 3 and 0 in the playoffs when they play Stray From The Path at MSG - LETS GOOOOO https://t.co/GfbRKO…,liberal
@WilDaBeast_22 yes it's him,liberal
@trashcanposts because I've been on YouTube before,liberal
Telling my kids this is Mika Zibanejad https://t.co/UKeQz7kryH,liberal
"Thanks to @Liv_Agar for joining @robrousseau &amp; me on the latest @insurgentspod 
 https://t.co/A401hmfmtO",liberal
"RT @NewsBoltOrg: Evening Drive

⚡️Carbon Dioxide Levels Are Highest Ever

⚡️Giuliani Emails Reveal Plans To Oust Pence

⚡️Amazon Accidental…",liberal
@ryangrim @kenklippenstein @emilyjashinsky ok so you clearly have lax security there,liberal
@JUNlPER this is what they took from us https://t.co/nJ9CNsxh5e,liberal
@JUNlPER i've been trying to warn everyone,liberal
"Amazon CEO Andy Jassy earned 6,474 times the median Amazon employee’s salary

https://t.co/JUdwbOaBWz",liberal
"RT @EoinHiggins_: If you're not checking @NewsBoltOrg every day, you're missing a great news resource",liberal
"""The green dream or whatever they call it"" https://t.co/LB2gBX5VLy",liberal
"New @insurgentspod:

@Liv_Agar joins @robrousseau &amp; me to discuss the corporate &amp; military Pride-washing as we kick off Pride Month:

https://t.co/jhcaNHTWOZ",liberal
"RT @insurgentspod: Ep. 107: Our Ally, The Military

@Liv_Agar joins @robrousseau &amp; @JordanUhl to talk about the corporate &amp; military Pride-…",liberal
"RT @kenklippenstein: Yesterday, Congress demanded documents from Amazon citing my reporting focusing on CEO Dave Clark.

Today, Clark annou…",liberal
"RT @JoelDTD: Counterparts ""Unwavering Vow"" (Official Music Video) https://t.co/5SO6Hnvoo5 via @YouTube

Pretty, pretty, pretty good.",liberal
"RT @_kylebrownlee: UNWAVERING VOW

https://t.co/0dQbCnF8C5",liberal
"RT @NewsBoltOrg: Midday 

⚡️ The guns of America

⚡️ Uvalde, Buffalo survivors and families to speak to Congress

⚡️ DeSantis targets trans…",liberal
@robrousseau i agree it is not,liberal
"$2,400 for a 350 sq.ft. studio https://t.co/KM8LqklY1m",liberal
"Walmart has donated nearly $1 million to support anti-gay politicians &amp; PACs since 2021

https://t.co/PdGwqV8yNG https://t.co/hBhOmdC104",liberal
queer space brought to you by the space force https://t.co/TxVKnfXBWI https://t.co/AwKCri9NWG,liberal
RT @kenklippenstein: 💅 https://t.co/H5L7av9pzz,liberal
"Sorry we can't raise the minimum age of buying AR-15s because we like to send kids around the world to die. Anyway, you have to be 21 to buy a Juul now because it's dangerous. https://t.co/zyQZVjKLPk",liberal
"@DCRPollock also, if you have any complaint about anything whatsoever please email that same address",liberal
"RT @NewsBoltOrg: Evening Drive

⚡️Republican Waves Guns During Virtual Hearing On Gun Safety 

⚡️Tulsa Shooter Bought AR-15 Same Day As Att…",liberal
Broken country https://t.co/4WHEUjfdi3,liberal
"RT @BernieSanders: What Walmart spent on hazard pay for 1.5 million workers during the pandemic: $1.6 billion

Wealth increase of the Walto…",liberal
@willmenaker worse than weed spoons,liberal
https://t.co/hEMvBA5h3h https://t.co/XsMk8k6STK,liberal
We shouldn't have to live in a society where people can buy weapons of war on impulse. https://t.co/EQtWLkHEGU,liberal
RT @RoBByCowles: https://t.co/z55ui8OtPM,liberal
"RT @NewsBoltOrg: Halfway there

⚡️ Whose pride is it anyway?

⚡️ Gun policy shifts seem far away

⚡️ Avenatti gets four years for defraudin…",liberal
Meanwhile in the House Judiciary Committee https://t.co/G7mFZ9yWIA,liberal
"RT @thenationunion: Hey Twitter! We haven't shared much here but we have been anything but idle. For the past six months, our union has bee…",liberal
"RT @NewsBoltOrg: Morning...

⚡️ Epidemic of mass shootings continues

⚡️ Uvalde police making case for defund

⚡️ Congress aims to end US i…",liberal
"RT @h3h3productions: Ted Cruz was playing cards and having ""ridiculous fun"" at the same time that funerals for the murdered children of his…",liberal
RT @elizaorlins: THE NYPD HAS A BUDGET OF $11 BILLION.,liberal
"RT @BrendanKyle94: Other bands: “if you guys could give our new song a listen, we’d really appreciate it.”
@counterparts905: https://t.co/N…",liberal
"RT @counterparts905: unwavering vow
streaming everywhere now
hey that rhymes
maybe writing lyrics isn’t that hard?
ok go watch it https://t…",liberal
@ohDaveio @EmmaVigeland @SarahSquirm lmao,liberal
@EmmaVigeland This is great.,liberal
@Slade lmao,liberal
The Rangers are such a fun team to watch god damn,liberal
RT @tomfromstray: THE NEW YORK RANGERS,liberal
The only way you can see this and still insist it's not a gun problem is if you're paid to say so. https://t.co/M6wBVLGSUq,liberal
"RT @IlhanMN: Our kids deserve better 
https://t.co/Z9EdLYi4cC",liberal
"RT @NewsBoltOrg: Evening Drive

⚡️All The Details Uvalde Police Have Backtracked On

⚡️Abbott Forms School Safety Commission, Doesn't Blame…",liberal
RT @USProgressives: BREAKING: A bipartisan group of nearly 50 members of Congress just introduced legislation to invoke constitutional war…,liberal
"RT @NewsBoltOrg: Midday

⚡️ Don't look away from Uvalde

⚡️ GOP gains in South Texas an alarm bell

⚡️ Student debt still a major issue

⚡️…",liberal
🥴 https://t.co/tEgVEwLGPc,liberal
@jonfavs @MikeMartinezDC That's an OAN crew front and center too,liberal
"RT @NewsBoltOrg: Good morning 

⚡️ Police lies complicating picture in Uvalde

⚡️ Ukraine war far from over

⚡️ Cops in Missouri shoot preg…",liberal
"RT @counterparts905: 안녕하세요 카운터파트입니다 🫰

https://t.co/EQaoIxDclg https://t.co/f1pW59N9nk",liberal
RT @brendan905: new counterparts out now https://t.co/dWYXJmVMFO,liberal
RT @insurgentspod: #BTS #BTSARMY https://t.co/v29nkeCsTj,liberal
@rob_hoffman we can only hope,liberal
@neobabylon3 he thought anti fascists knocking on his door was bad,liberal
Tucker Carlson inviting the wrath of BTS stans https://t.co/paScK2JkxW,liberal
"2 years ago this week police departments across the country engaged in a brutal &amp; sadistic crusade against peaceful protesters calling for justice over George Floyd's &amp; Breonna Taylor's murders. This is just some of the footage from that week.

 https://t.co/IK8DkwLLUT",liberal
The estate is also a former plantation. https://t.co/V8VQPYkAls,liberal
@ClayTravis lol,liberal
@dgordon52 lmao yep exactly. the only no fly list we should have is for parents who do this shit at kids sporting events,liberal
"The only thing funnier about him being proud of this is the repeated use of ""we"" when talking about a little league team of 11-year-olds. https://t.co/6lEr6u7Q2B",liberal
yet another thing cops lied about https://t.co/ovfhGLKWW0,liberal
@Sen_JoeManchin that's crazy the senate should do something about that,liberal
RT @IlhanMN: You literally killed the bill to do this.,liberal
RT @MoveOn: A 17-year-old trans girl in Texas was assaulted as the result of a baseless lie promoted by @DrPaulGosar and @RealCandaceO that…,liberal
"RT @NewsBoltOrg: Evening drive...

⚡️ Funerals begin in Uvalde

⚡️ Anger growing over federal inaction... on everything

⚡️ Roe reversal lo…",liberal
@ACABryce Ah well I'm here a lot so next time I'll check out TB's. Thank you for the rec.,liberal
@ACABryce What is that. I don't know what these places are I just heard this was good,liberal
"@KnightStooge77 Brisket, pork ribs &amp; jalapeño sausage",liberal
man oh man https://t.co/E35tQR8o7p,liberal
RT @davidsirota: Listen to the last 8 minutes about both the Democratic tribalists who’ve ruined politics and about third party advocates w…,liberal
"RT @insurgentspod: We've unlocked our latest premium episode with @davidsirota. We get into recent progressive victories, the utility of th…",liberal
